	O
Cardiovascular	O
Risk	B-D012306
NSAIDs	O
may	O
cause	O
an	O
increased	O
risk	B-D012306
of	O
serious	O
cardiovascular	O
thrombotic	O
events,	O
myocardial	B-D009203
infarction,	I-D009203
and	O
stroke,	B-D020521
which	O
can	O
be	O
fatal	O

This	O
risk	B-D012306
may	O
increase	O
with	O
duration	O
of	O
use	O

Patients	B-D010361
with	O
cardiovascular	O
disease	B-D004194
or	O
risk	B-D012307
factors	I-D012307
for	O
cardiovascular	O
disease	B-D004194
may	O
be	O
at	O
greater	O
risk	B-D012306
(see	O
)	O

•	O
WARNINGS	O
Diclofenac	B-D004008
sodium	B-D012964
delayed-release	O
tablets	B-D013607
are	O
contraindicated	O
for	O
the	O
treatment	O
of	O
peri-operative	O
pain	B-D010146
in	O
the	O
setting	O
of	O
coronary	B-D001026
artery	I-D001026
bypass	I-D001026
graft	O
(CABG)	O
surgery	O
(see	O
)	O

•	O
WARNINGS	O
Gastrointestinal	O
Risk	B-D012306
NSAIDs	O
cause	O
an	O
increased	O
risk	B-D012306
of	O
serious	O
gastrointestinal	O
adverse	O
events	O
including	O
inflammation,	B-D007249
bleeding,	O
ulceration,	B-D014456
and	O
perforation	O
of	O
the	O
stomach	B-D013270
or	O
intestines,	B-D007422
which	O
can	O
be	O
fatal	O

These	O
events	O
can	O
occur	O
at	O
any	O
time	B-D013995
during	O
use	O
and	O
without	O
warning	O
symptoms	O

Elderly	O
patients	B-D010361
are	O
at	O
greater	O
risk	B-D012306
for	O
serious	O
gastrointestinal	O
events	O
(see	O
)	O

•	O
WARNINGS	O
ADVERSE	O
REACTIONS	O
In	O
patients	B-D010361
taking	O
diclofenac	B-D004008
sodium	B-D012964
delayed-release	O
tablets,	B-D013607
or	O
other	O
NSAIDs,	O
the	O
most	O
frequently	O
reported	O
adverse	O
experiences	O
occurring	O
in	O
approximately	O
1%	O
to	O
10%	O
of	O
patients	B-D010361
are:	O
Gastrointestinal	O
experiences	O
including:	O
abdominal	B-D015746
pain,	I-D015746
constipation,	B-D003248
diarrhea,	B-D003967
dyspepsia,	B-D004415
flatulence,	B-D005414
gross	O
bleeding/perforation,	O
heartburn,	B-D006356
nausea,	B-D009325
GI	O
ulcers	B-D014456
(gastric/duodenal)	O
and	O
vomiting	B-D014839
	O

Abnormal	O
renal	O
function,	O
anemia,	B-D000740
dizziness,	B-D004244
edema,	B-D004487
elevated	O
liver	B-D008099
enzymes,	B-D004798
headaches,	B-D006261
increased	O
bleeding	B-D001760
time,	I-D001760
pruritus,	B-D011537
rashes	O
and	O
tinnitus	B-D014012
	O

Additional	O
adverse	O
experiences	O
reported	O
occasionally	O
include:	O
Body	O
as	O
a	O
Whole	O
fever,	B-D005334
infection,	O
sepsis	B-D018805
Cardiovascular	B-D002319
System	I-D002319
congestive	O
heart	B-D006333
failure,	I-D006333
hypertension,	B-D006973
tachycardia,	B-D013610
syncope	B-D013575
Digestive	B-D004064
System	I-D004064
dry	O
mouth,	B-D009055
esophagitis,	B-D004941
gastric/peptic	O
ulcers,	B-D014456
gastritis,	B-D005756
gastrointestinal	O
bleeding,	O
glossitis,	B-D005928
hematemesis,	B-D006396
hepatitis,	B-D006505
jaundice	B-D007565
Hemic	O
and	O
Lymphatic	B-D008208
System	I-D008208
ecchymosis,	B-D004438
eosinophilia,	B-D004802
leukopenia,	B-D007970
melena,	B-D008551
purpura,	B-D011693
rectal	O
bleeding,	O
stomatitis,	B-D013280
thrombocytopenia	B-D013921
Metabolic	O
and	O
Nutritional	O
weight	O
changes	O
Nervous	B-D009420
System	I-D009420
anxiety,	B-D001007
asthenia,	B-D001247
confusion,	B-D003221
depression,	B-D003863
dream	O
abnormalities,	O
drowsiness,	O
insomnia,	O
malaise,	O
nervousness,	O
paresthesia,	B-D010292
somnolence,	O
tremors,	B-D014202
vertigo	B-D014717
Respiratory	B-D012137
System	I-D012137
asthma,	B-D001249
dyspnea	B-D004417
Skin	B-D012867
and	O
Appendages	O
alopecia,	B-D000505
photosensitivity,	O
sweating	B-D013546
increased	O
Special	O
Senses	O
blurred	O
vision	O
Urogenital	B-D014566
System	I-D014566
cystitis,	B-D003556
dysuria,	B-D053159
hematuria,	B-D006417
interstitial	O
nephritis,	B-D009393
oliguria/polyuria,	B-D009846
proteinuria,	B-D011507
renal	O
failure	O
Other	O
adverse	O
reactions,	O
which	O
occur	O
rarely	O
are:	O
Body	O
as	O
a	O
Whole	O
anaphylactic	O
reactions,	O
appetite	B-D001066
changes,	O
death	B-D003643
Cardiovascular	B-D002319
System	I-D002319
arrhythmia,	O
hypotension,	B-D007022
myocardial	B-D009203
infarction,	I-D009203
palpitations,	O
vasculitis	B-D014657
Digestive	B-D004064
System	I-D004064
colitis,	B-D003092
eructation,	B-D004884
fulminant	O
hepatitis	B-D006505
with	O
and	O
without	O
jaundice,	B-D007565
liver	B-D017093
failure,	I-D017093
liver	B-D008099
necrosis,	B-D009336
pancreatitis	B-D010195
Hemic	O
and	O
Lymphatic	B-D008208
System	I-D008208
agranulocytosis,	B-D000380
hemolytic	O
anemia,	B-D000741
aplastic	I-D000741
anemia,	B-D000740
lymphadenopathy,	B-D000072281
pancytopenia	B-D010198
Metabolic	O
and	O
Nutritional	O
hyperglycemia	B-D006943
Nervous	B-D009420
System	I-D009420
convulsions,	O
coma,	B-D003128
hallucinations,	B-D006212
meningitis	B-D008581
Respiratory	B-D012137
System	I-D012137
respiratory	O
depression,	B-D003863
pneumonia	B-D011014
Skin	B-D012867
and	O
Appendages	O
angioedema,	B-D000799
toxic	O
epidermal	O
necrolysis,	O
erythema	B-D004892
multiforme,	I-D004892
exfoliative	O
dermatitis,	B-D003872
Stevens-Johnson	B-D013262
syndrome,	I-D013262
urticaria	B-D014581
Special	O
Senses	O
conjunctivitis,	B-D003231
hearing	B-D006309
impairment	O
WARNING:	O
RISK	B-D012306
OF	O
SERIOUS	O
CARDIOVASCULAR	O
and	O
GASTROINTESTINAL	O
EVENTS	O
Cardiovascular	O
Risk	B-D012306
Nonsteroidal	O
anti-inflammatory	O
drugs	O
(NSAIDs)	O
may	O
cause	O
an	O
increased	O
risk	B-D012306
of	O
serious	O
cardiovascular	O
(CV)	O
thrombotic	O
events,	O
myocardial	B-D009203
infarction,	I-D009203
and	O
stroke,	B-D020521
which	O
can	O
be	O
fatal	O

This	O
risk	B-D012306
may	O
increase	O
with	O
duration	O
of	O
use	O

Patients	B-D010361
with	O
cardiovascular	O
disease	B-D004194
or	O
risk	B-D012307
factors	I-D012307
for	O
cardiovascular	O
disease	B-D004194
may	O
be	O
at	O
greater	O
risk	B-D012306
[see	O
WARNINGS	O
AND	O
PRECAUTIONS	O
(5.1)]	O

Meloxicam	B-D000077239
is	O
contraindicated	O
for	O
the	O
treatment	O
of	O
perioperative	O
pain	B-D010146
in	O
the	O
setting	O
of	O
coronary	B-D001026
artery	I-D001026
bypass	I-D001026
graft	O
(CABG)	O
surgery	O
[see	O
CONTRAINDICATIONS	B-D000075202
(4.2)	O
and	O
WARNINGS	O
AND	O
PRECAUTIONS	O
(5.1)]	O

Gastrointestinal	O
Risk	B-D012306
NSAIDs	O
cause	O
an	O
increased	O
risk	B-D012306
of	O
serious	O
gastrointestinal	O
(GI)	O
adverse	O
reactions	O
including	O
bleeding,	O
ulceration,	B-D014456
and	O
perforation	O
of	O
the	O
stomach	B-D013270
or	O
intestines,	B-D007422
which	O
can	O
be	O
fatal	O

These	O
events	O
can	O
occur	O
at	O
any	O
time	B-D013995
during	O
use	O
and	O
without	O
warning	O
symptoms	O

Elderly	O
patients	B-D010361
are	O
at	O
greater	O
risk	B-D012306
for	O
serious	O
gastrointestinal	O
events	O
[see	O
WARNINGS	O
AND	O
PRECAUTIONS	O
(5.4)]	O

WARNING:	O
CARDIOVASCULAR	O
and	O
GASTROINTESTINAL	O
RISKS	B-D012306
See	O
full	O
prescribing	O
information	O
for	O
complete	O
boxed	O
warning	O
	O

Cardiovascular	O
Risk	B-D012306
NSAIDs	O
may	O
cause	O
an	O
increased	O
risk	B-D012306
of	O
serious	O
cardiovascular	O
thrombotic	O
events,	O
myocardial	B-D009203
infarction,	I-D009203
and	O
stroke,	B-D020521
which	O
can	O
be	O
fatal	O

This	O
risk	B-D012306
may	O
increase	O
with	O
duration	O
of	O
use	O

Patients	B-D010361
with	O
cardiovascular	O
disease	B-D004194
or	O
risk	B-D012307
factors	I-D012307
for	O
cardiovascular	O
disease	B-D004194
may	O
be	O
at	O
greater	O
risk	B-D012306
	O

(5.1)	O
Meloxicam	B-D000077239
is	O
contraindicated	O
for	O
the	O
treatment	O
of	O
peri-operative	O
pain	B-D010146
in	O
the	O
setting	O
of	O
coronary	B-D001026
artery	I-D001026
bypass	I-D001026
graft	O
(CABG)	O
surgery	O
(4.2,	O
5.1)	O
Gastrointestinal	O
Risk	B-D012306
NSAIDs	O
cause	O
an	O
increased	O
risk	B-D012306
of	O
serious	O
gastrointestinal	O
adverse	O
events	O
including	O
bleeding,	O
ulceration,	B-D014456
and	O
perforation	O
of	O
the	O
stomach	B-D013270
or	O
intestines,	B-D007422
which	O
can	O
be	O
fatal	O

These	O
events	O
can	O
occur	O
at	O
any	O
time	B-D013995
during	O
use	O
and	O
without	O
warning	O
symptoms	O

Elderly	O
patients	B-D010361
are	O
at	O
greater	O
risk	B-D012306
for	O
serious	O
gastrointestinal	O
events	O

(5.2)	O
5	O
WARNINGS	O
AND	O
PRECAUTIONS	O
Serious	O
and	O
potentially	O
fatal	O
cardiovascular	O
(CV)	O
thrombotic	O
events,	O
myocardial	B-D009203
infarction,	I-D009203
and	O
stroke	B-D020521
	O

Patients	B-D010361
with	O
known	O
CV	O
disease/risk	B-D004194
factors	O
may	O
be	O
at	O
greater	O
risk	B-D012306
	O

(5.1)	O
Serious	O
gastrointestinal	O
(GI)	O
adverse	O
events	O
which	O
can	O
be	O
fatal	O

The	O
risk	B-D012306
is	O
greater	O
in	O
patients	B-D010361
with	O
a	O
prior	O
history	B-D006664
of	O
ulcer	B-D014456
disease	B-D004194
or	O
GI	O
bleeding,	O
and	O
in	O
patients	B-D010361
at	O
higher	O
risk	B-D012306
for	O
GI	O
events,	O
especially	O
the	O
elderly	O

(5.2)	O
Elevated	O
liver	B-D008099
enzymes,	B-D004798
and	O
rarely,	O
severe	O
hepatic	O
reactions	O

Discontinue	O
use	O
immediately	O
if	O
abnormal	O
liver	B-D008099
enzymes	B-D004798
persist	O
or	O
worsen	O

(5.3)	O
New	O
onset	O
or	O
worsening	O
of	O
hypertension	B-D006973
	O

Blood	B-D001794
pressure	I-D001794
should	O
be	O
monitored	O
closely	O
during	O
treatment	O

(5.4)	O
Fluid	O
retention	O
and	O
edema	B-D004487
	O

Should	O
be	O
used	O
with	O
caution	O
in	O
patients	B-D010361
with	O
fluid	O
retention	O
or	O
heart	B-D006333
failure	I-D006333
	O

(5.5)	O
Renal	O
papillary	O
necrosis	B-D009336
and	O
other	O
renal	O
injury	O
with	O
long-term	O
use	O

Use	O
with	O
caution	O
in	O
the	O
elderly,	O
those	O
with	O
impaired	O
renal	O
function,	O
heart	B-D006333
failure,	I-D006333
liver	B-D008099
dysfunction,	O
and	O
those	O
taking	O
diuretics,	B-D004232
ACE-inhibitors,	O
or	O
angiotensin	B-D000804
II	I-D000804
antagonists	O

The	O
use	O
of	O
meloxicam	B-D000077239
in	O
patients	B-D010361
with	O
severe	O
renal	O
impairment	O
is	O
not	O
recommended	O
(5.6)	O
Serious	O
skin	B-D012867
adverse	O
events	O
such	O
as	O
exfoliative	O
dermatitis,	B-D003872
Stevens-Johnson	B-D013262
syndrome	I-D013262
(SJS),	O
and	O
toxic	O
epidermal	O
necrolysis	O
(TEN),	O
which	O
can	O
be	O
fatal	O
and	O
can	O
occur	O
without	O
warning	O

Discontinue	O
meloxicam	B-D000077239
at	O
first	O
appearance	O
of	O
rash	O
or	O
skin	B-D012867
reactions	O

(5.8)	O
5.1	O
Cardiovascular	O
Thrombotic	O
Events	O
Clinical	B-D016430
trials	I-D016430
of	O
several	O
COX-2	O
selective	O
and	O
nonselective	O
NSAIDs	O
of	O
up	O
to	O
three	O
years’	O
duration	O
have	O
shown	O
an	O
increased	O
risk	B-D012306
of	O
serious	O
cardiovascular	O
(CV)	O
thrombotic	O
events,	O
myocardial	B-D009203
infarction,	I-D009203
and	O
stroke,	B-D020521
which	O
can	O
be	O
fatal	O

All	O
NSAIDs,	O
both	O
COX-2	O
selective	O
and	O
nonselective,	O
may	O
have	O
a	O
similar	O
risk	B-D012306
	O

Patients	B-D010361
with	O
known	O
CV	O
disease	B-D004194
or	O
risk	B-D012307
