Some	O
adverse	O
reactions	O
occurred	O
in	O
higher	O
percentages	O
of	O
patients	B-D010361
than	O
in	O
the	O
arthritis	B-D001168
pre-marketing	O
trials	O
(treatment	O
durations	O
up	O
to	O
12	O
weeks;	O
see	O
Adverse	O
events	O
from	O
celecoxib	B-D000068579
pre-marketing	O
controlled	O
arthritis	B-D001168
trials,	O
above)	O

The	O
adverse	O
reactions	O
for	O
which	O
these	O
differences	O
in	O
patients	B-D010361
treated	O
with	O
celecoxib	B-D000068579
were	O
greater	O
as	O
compared	O
to	O
the	O
arthritis	B-D001168
pre-marketing	O
trials	O
were	O
as	O
follows:	O
Celecoxib	B-D000068579
(400	O
to	O
800	O
mg	O
daily)	O
Placebo	O
N	O
=	O
2285	O
N=1303	O
Diarrhea	B-D003967
10.5%	O
7.0%	O
Gastroesophageal	B-D005764
reflux	I-D005764
disease	B-D004194
4.7%	O
3.1%	O
Nausea	B-D009325
6.8%	O
5.3%	O
Vomiting	B-D014839
3.2%	O
2.1%	O
Dyspnea	B-D004417
2.8%	O
1.6%	O
Hypertension	B-D006973
12.5%	O
9.8%	O
Nephrolithiasis	B-D053040
2.1%	O
0.8%	O
The	O
following	O
additional	O
adverse	O
reactions	O
occurred	O
in	O
greater	O
than	O
or	O
equal	O
to	O
0.1%	O
and	O
less	O
than	O
1%	O
of	O
patients	B-D010361
taking	O
celecoxib,	B-D000068579
at	O
an	O
incidence	B-D015994
greater	O
than	O
placebo	O
in	O
the	O
long-term	O
polyp	O
prevention	O
studies,	O
and	O
were	O
either	O
not	O
reported	O
during	O
the	O
controlled	O
arthritis	B-D001168
pre-marketing	O
trials	O
or	O
occurred	O
with	O
greater	O
frequency	O
in	O
the	O
long-term,	O
placebo-controlled	O
polyp	O
prevention	O
studies:	O
Nervous	B-D009420
system	I-D009420
disorders:	O
Cerebral	B-D002544
infarction	I-D002544
Eye	B-D005123
disorders:	O
Vitreous	O
floaters,	O
conjunctival	B-D003228
hemorrhage	B-D006470
Ear	B-D004423
and	O
labyrinth:	O
Labyrinthitis	B-D007762
Cardiac	B-D002299
disorders:	O
Angina	O
unstable,	O
aortic	B-D001021
valve	I-D001021
incompetence,	O
coronary	O
artery	B-D001154
atherosclerosis,	B-D050197
sinus	O
bradycardia,	B-D001919
ventricular	O
hypertrophy	B-D006984
Vascular	O
disorders:	O
Deep	O
vein	O
thrombosis	B-D013927
Reproductive	O
system	O
and	O
breast	B-D001940
disorders:	O
Ovarian	O
cyst	O
Investigations:	O
Blood	B-D001769
potassium	B-D011188
increased,	O
blood	B-D001769
sodium	B-D012964
increased,	O
blood	B-D001769
testosterone	B-D013739
decreased	O
Injury,	O
poisoning	B-D011041
and	O
procedural	O
complications:	O
Epicondylitis,	O
tendon	O
rupture	B-D012421
6.2	O
Postmarketing	O
Experience	O
The	O
following	O
adverse	O
reactions	O
have	O
been	O
identified	B-D007060
during	O
post	O
approval	O
use	O
of	O
celecoxib	B-D000068579
	O

Because	O
these	O
reactions	O
are	O
reported	O
voluntarily	O
from	O
a	O
population	B-D011153
of	O
uncertain	O
size,	O
it	O
is	O
not	O
always	O
possible	O
to	O
reliably	O
estimate	O
their	O
frequency	O
or	O
establish	O
a	O
causal	O
relationship	O
to	O
drug	O
exposure	O
Cardiovascular:	O
Vasculitis,	B-D014657
deep	O
venous	B-D020246
thrombosis	I-D020246
General:	O
Anaphylactoid	O
reaction,	O
angioedema	B-D000799
Liver	B-D008099
and	O
biliary:	O
Liver	B-D008099
necrosis,	B-D009336
hepatitis,	B-D006505
jaundice,	B-D007565
hepatic	O
failure	O
Hemic	O
and	O
lymphatic:	B-D008196
Agranulocytosis,	B-D000380
aplastic	O
anemia,	B-D000740
pancytopenia,	B-D010198
leucopenia	O
Metabolic:	O
Hypoglycemia,	B-D007003
hyponatremia	B-D007010
Nervous:	O
Aseptic	O
meningitis,	B-D008581
ageusia,	B-D000370
anosmia,	O
fatal	O
intracranial	O
hemorrhage	B-D006470
Renal:	O
Interstitial	O
nephritis	B-D009393
WARNING	O
RISK	B-D012306
OF	O
